phage,numprot,host
Enterobacteria phage MV13,2,Enterobacteria
Synechococcus phage S-PWM1,2,Synechococcus
Enterobacteria phage FSalpha,2,Enterobacteria
Bacillus phage Honey79,2,Bacillus
Enterobacteria phage VTB75,2,Enterobacteria
Enterobacteria phage RB26,2,Enterobacteria
Bacillus phage Tube73,2,Bacillus
Enterobacteria phage GV8,2,Enterobacteria
Enterobacteria phage P2-EC62,2,Enterobacteria
Acinetobacter phage vB_AbaP_CEB1,2,Acinetobacter
Synechococcus phage SPGM99-10,2,Synechococcus
Enterobacteria phage VTB91,2,Enterobacteria
Streptococcus pyogenes phage H4489A,2,Streptococcus
Enterobacteria phage O157-572,2,Enterobacteria
Enterobacteria phage RB4,2,Enterobacteria
Enterobacteria phage P2-EC10,2,Enterobacteria
Micromonospora phage pMLP1,2,Micromonospora
Lactococcus phage ul36A,2,Lactococcus
Enterobacteria phage RB1,2,Enterobacteria
Burkholderia phage PC42,2,Burkholderia
Bacillus phage SF6,2,Bacillus
Streptococcus phage phiARI0274,2,Streptococcus
Enterobacteria phage P2-EC61,2,Enterobacteria
Bacillus phage 12826,2,Bacillus
Lactococcus phage ITLPh335,2,Lactococcus
Lactococcus phage phiAM2,2,Lactococcus
Lactococcus phage SL2,1,Lactococcus
Sphingomonas phage S-AFNF0810-70,1,Sphingomonas
Lactococcus phage Q46,1,Lactococcus
Propionibacterium phage PAD25,1,Propionibacterium
Propionibacterium phage PAD22,1,Propionibacterium
Alkalimonas phage phiMOM3.2-OM,1,Alkalimonas
Alkalimonas phage phiMOL1.4-NB,1,Alkalimonas
Novosphingobium phage N-AFCa0628-10,1,Novosphingobium
Staphylococcus phage 004,1,Staphylococcus
Novosphingobium phage N-AFCa0615-4,1,Novosphingobium
Propionibacterium phage PAS11,1,Propionibacterium
Bacillus phage bg3,1,Bacillus
Propionibacterium phage PAD30,1,Propionibacterium
Propionibacterium phage PAS31,1,Propionibacterium
Propionibacterium phage PAS3,1,Propionibacterium
Novosphingobium phage N-AFCF0802-21,1,Novosphingobium
Novosphingobium phage N-AFCa0802-23,1,Novosphingobium
Listeria phage LipZ5,1,Listeria
Synechococcus phage SPGM99-07,1,Synechococcus
Synechococcus phage S-WAM1,1,Synechococcus
Propionibacterium phage PAD48,1,Propionibacterium
Lactococcus phage Q62,1,Lactococcus
Vibrio phage phiMOD5.18-NB,1,Vibrio
Campylobacter phage PC14,1,Campylobacter
Synechococcus phage SPGM99-15,1,Synechococcus
Bacillus phage H2,1,Bacillus
Propionibacterium phage PAS47,1,Propionibacterium
Streptococcus phage NCTC11261,1,Streptococcus
Staphylococcus phage SA4,1,Staphylococcus
Lactococcus phage Q39,1,Lactococcus
Bacillus phage Wip2,1,Bacillus
Propionibacterium phage PAS6,1,Propionibacterium
Thermus phage 2631,1,Thermus
Lactococcus phage (isolate 7-9),1,Lactococcus
Propionibacterium phage PAD7,1,Propionibacterium
Salmonella phage A18a,1,Salmonella
Synechococcus phage S-WAM5,1,Synechococcus
Staphylococcus phage 003,1,Staphylococcus
Dichelobacter phage DinoHI,1,Dichelobacter
Mycobacterium phage L1cIts391,1,Mycobacterium
Novosphingobium phage N-AFCM0901-91,1,Novosphingobium
Synechococcus phage S-IO23,1,Synechococcus
Synechococcus phage S-RIMw,1,Synechococcus
Lactococcus phage Q44,1,Lactococcus
Streptococcus phage DT1.4,1,Streptococcus
Enterobacteria phage nvv1,1,Enterobacteria
Staphylococcus phage 005,1,Staphylococcus
Aeromonas phage VTCCBP2,1,Aeromonas
Propionibacterium phage PAD47,1,Propionibacterium
Synechococcus phage S-RIMy,1,Synechococcus
Bacillus phage Soil29,1,Bacillus
Lactococcus phage mv1,1,Lactococcus
uncultured T4-like phage,1,uncultured
Bacillus phage Cabb85,1,Bacillus
Campylobacter phage PK80,1,Campylobacter
Vibrio phage phiMOD5.14-OM,1,Vibrio
Propionibacterium phage PAD2,1,Propionibacterium
Glycaspis brimblecombei secondary endosymbiont phage 1,1,Glycaspis
Enterobacteria phage F6,1,Enterobacteria
Propionibacterium phage PAD4,1,Propionibacterium
Acinetobacter phage ABP-01,1,Acinetobacter
Synechococcus phage S-IO13,1,Synechococcus
Streptococcus phage 1036 PZ-2009,1,Streptococcus
Bacillus phage Chick76,1,Bacillus
Vibrio phage phiMOD4.00-MOD2,1,Vibrio
Lactococcus phage Q40,1,Lactococcus
Lactococcus phage GR6,1,Lactococcus
Propionibacterium phage PAD14,1,Propionibacterium
Streptococcus phage DT4,1,Streptococcus
Enterobacteria phage F5,1,Enterobacteria
Xanthomonas phage phiXo,1,Xanthomonas
Bacillus phage Africa19,1,Bacillus
Lactococcus phage Q65,1,Lactococcus
Listeria phage U153,1,Listeria
Novosphingobium phage N-AFCa0824-36,1,Novosphingobium
Lactococcus phage Q42,1,Lactococcus
Lambdoid phage HB-4,1,Lambdoid
Staphylococcus phage 001,1,Staphylococcus
Streptococcus phage MD4,1,Streptococcus
Lactococcus phage phivi,1,Lactococcus
Lactobacillus phage AI15,1,Lactobacillus
Propionibacterium phage PAS37,1,Propionibacterium
Streptococcus phage ST64,1,Streptococcus
Novosphingobium phage N-AFNF0810-25,1,Novosphingobium
Novosphingobium phage N-AFCa0707-17,1,Novosphingobium
Lactococcus phage Q43,1,Lactococcus
Propionibacterium phage PAS25,1,Propionibacterium
Lactococcus phage HD9,1,Lactococcus
Novosphingobium phage N-AFCa0802-24,1,Novosphingobium
Novosphingobium phage N-AFNF0802-19,1,Novosphingobium
Staphylococcus phage phi6390,1,Staphylococcus
Enterobacteria phage U3,1,Enterobacteria
Synechococcus phage SPGM99-24,1,Synechococcus
Burkholderia phage phiBp-AMP1,1,Burkholderia
Bacillus phage bg1,1,Bacillus
Pseudomonas phage PBSPCA1,1,Pseudomonas
Streptococcus phage DT1.5,1,Streptococcus
Enterobacteria phage K1A,1,Enterobacteria
Synechococcus phage SPGM99-14,1,Synechococcus
Novosphingobium phage N-AFCa0615-5,1,Novosphingobium
Salmonella phage A10a,1,Salmonella
Lactococcus phage HD15,1,Lactococcus
Salmonella phage SEN30,1,Salmonella
Enterobacteria phage ZJ/2,1,Enterobacteria
Synechococcus phage S-MM5,1,Synechococcus
Propionibacterium phage PAS27,1,Propionibacterium
Streptococcus phage pLA1_A1,1,Streptococcus
Enterobacteria phage Mi,1,Enterobacteria
Bacillus phage PBS2,1,Bacillus
Novosphingobium phage N-AFCM0901-40,1,Novosphingobium
Lactococcus phage SL3,1,Lactococcus
Phage M13mp18,1,Phage
Salmonella phage RKG-2015,1,Salmonella
Bacillus phage Ger85,1,Bacillus
Phage LSB-1,1,Phage
Synechococcus phage SPGM99-08,1,Synechococcus
Novosphingobium phage N-AFCa0802-57,1,Novosphingobium
Enterobacteria phage L1,1,Enterobacteria
Synechococcus phage S-IO37,1,Synechococcus
Propionibacterium phage PAD8,1,Propionibacterium
Propionibacterium phage PAD13,1,Propionibacterium
Streptococcus phage pC2S4,1,Streptococcus
Streptococcus phage 616 PZ-2009,1,Streptococcus
Novosphingobium phage N-AFCM0714-52,1,Novosphingobium
Lactococcus phage HD3,1,Lactococcus
Synechococcus phage SPGM99-04,1,Synechococcus
Xanthomonas phage phiXv,1,Xanthomonas
Lactococcus phage Q49,1,Lactococcus
Novosphingobium phage N-AFCM0628-11,1,Novosphingobium
Lactococcus lactis phage jw30,1,Lactococcus
Propionibacterium phage PAS35,1,Propionibacterium
Bacillus phage bg2,1,Bacillus
Bacillus phage Aiza33,1,Bacillus
Enterobacteria phage JSD1,1,Enterobacteria
Enterobacteria phage phi50,1,Enterobacteria
Streptococcus pneumoniae phage HB-3,1,Streptococcus
Streptococcus phage B30,1,Streptococcus
Lactococcus phage Q68,1,Lactococcus
Propionibacterium phage PAD11,1,Propionibacterium
Synechococcus phage S-IO12,1,Synechococcus
Alkalimonas phage phiMOL1.4-ST,1,Alkalimonas
Propionibacterium phage PAS41,1,Propionibacterium
Novosphingobium phage N-AFCF0802-22,1,Novosphingobium
Propionibacterium phage PAD45,1,Propionibacterium
Lactococcus phage Q37,1,Lactococcus
Rhizobium phage phiU,1,Rhizobium
Xanthomonas oryzae phage OP1h2C,1,Xanthomonas
Synechococcus phage S-PWM4,1,Synechococcus
Streptococcus phage pC7_2,1,Streptococcus
Novosphingobium phage N-AFCa0615-6,1,Novosphingobium
Propionibacterium phage PAD6,1,Propionibacterium
Phage NST1,1,Phage
Bacillus phage Isra77,1,Bacillus
Lactococcus phage 409,1,Lactococcus
Lactococcus phage bIL77,1,Lactococcus
Synechococcus phage S-RIMz,1,Synechococcus
Synechococcus phage SPGM99-11,1,Synechococcus
Streptococcus phage Cp-9,1,Streptococcus
Lactococcus phage SL10,1,Lactococcus
Synechococcus phage S-IO7,1,Synechococcus
Lactococcus phage jw32,1,Lactococcus
Propionibacterium phage PAS23,1,Propionibacterium
Escherichia phage phiEC2447stx2c,1,Escherichia
Propionibacterium phage PAS4,1,Propionibacterium
Halomonas phage phiNB5ah-OM,1,Halomonas
Pseudomonas phage phiPLS27,1,Pseudomonas
Thermus phage 2119,1,Thermus
Lactococcus phage Q7,1,Lactococcus
Propionibacterium phage PAS24,1,Propionibacterium
Streptococcus phage Sfi16A,1,Streptococcus
Pseudomonas phage EEP1,1,Pseudomonas
Novosphingobium phage N-AFCa0802-85,1,Novosphingobium
Synechococcus phage S-IO27,1,Synechococcus
Enterobacteria phage 1,1,Enterobacteria
Novosphingobium phage N-AFCa0824-34,1,Novosphingobium
Propionibacterium phage PAD17,1,Propionibacterium
Xanthomonas oryzae phage OP1hC,1,Xanthomonas
Novosphingobium phage N-AFCF0901-89,1,Novosphingobium
Novosphingobium phage N-AFNF0628-7,1,Novosphingobium
Streptococcus phage 605 PZ-2009,1,Streptococcus
Synechococcus phage 44A,1,Synechococcus
Vibrio phage VH-P22,1,Vibrio
Halomonas phage phiNB5ah-ST,1,Halomonas
Nasonia vitripennis secondary endosymbiont phage,1,Nasonia
Propionibacterium phage PAD40,1,Propionibacterium
Lactococcus phage Q23,1,Lactococcus
Enterococcus sp. phage 1,1,Enterococcus
Bacillus phage VTCCBP3,1,Bacillus
Bacillus phage beta22,1,Bacillus
Bacillus phage Stud86,1,Bacillus
Bartonella phage CO-04-1,1,Bartonella
Flavobacterium phage FCV-1,1,Flavobacterium
Mycobacterium phage FRAT1,1,Mycobacterium
Enterobacteria phage mep503,1,Enterobacteria
Salmonella phage SEN6,1,Salmonella
Propionibacterium phage PAD35,1,Propionibacterium
Bacillus phage Caul11,1,Bacillus
Vibrio phage phiMOD4.00-OM,1,Vibrio
Streptococcus phage 574 PZ-2009,1,Streptococcus
Novosphingobium phage N-AFNF0922-55,1,Novosphingobium
Synechococcus phage SPGM99-28,1,Synechococcus
Propionibacterium phage PAS13,1,Propionibacterium
Lactococcus phage HD8,1,Lactococcus
Vibrio phage phiST4-ST,1,Vibrio
Sphingomonas phage S-AFCF0802-69,1,Sphingomonas
Bacillus amyloliquefaciens phage Morita2001,1,Bacillus
Listeria phage phiLM4,1,Listeria
APSE phage Eptesicus fuscus/P5/IT/USA/2009,1,APSE
Lactococcus phage HD22,1,Lactococcus
Xanthomonas phage Xf,1,Xanthomonas
Synechococcus phage S-RIMx,1,Synechococcus
Salmonella phage SEN31,1,Salmonella
Streptococcus phage pLB16_B,1,Streptococcus
Streptococcus phage 576 PZ-2009,1,Streptococcus
Synechococcus phage S-IO46,1,Synechococcus
Escherichia phage phiEC3198stx2c,1,Escherichia
Novosphingobium phage N-AFCa0802-56,1,Novosphingobium
Prochlorococcus phage P-TIP38,1,Prochlorococcus
Synechococcus phage P6,1,Synechococcus
Bacillus phage Cabb76,1,Bacillus
Propionibacterium phage PAD24,1,Propionibacterium
Synechococcus phage SPGM99-39,1,Synechococcus
Bacillus phage 1102phi1-3,1,Bacillus
Novosphingobium phage N-AFCM0810-27,1,Novosphingobium
Bacillus phage BSNPO1,1,Bacillus
Novosphingobium phage N-AFCa0810-29,1,Novosphingobium
Novosphingobium phage N-AFCM0810-28,1,Novosphingobium
Synechococcus phage P12,1,Synechococcus
Novosphingobium phage N-AFCF0707-16,1,Novosphingobium
Synechococcus phage S-IO43,1,Synechococcus
Synechococcus phage SPGM99-03,1,Synechococcus
Novosphingobium phage N-AFCF0628-9,1,Novosphingobium
Synechococcus phage S-IO36,1,Synechococcus
Enterococcus phage BE2/ARG/2005,1,Enterococcus
Synechococcus phage P79,1,Synechococcus
Synechococcus phage SPGM99-29,1,Synechococcus
Synechococcus phage 31B,1,Synechococcus
Synechococcus phage S-IO11,1,Synechococcus
Bacillus phage Caul23,1,Bacillus
Clostridium botulinum phage CN,1,Clostridium
Enterobacteria phage vB_EcoM-VR5,1,Enterobacteria
Novosphingobium phage N-AFCa0901-42,1,Novosphingobium
Synechococcus phage S-IO9,1,Synechococcus
Synechococcus phage S-IO15,1,Synechococcus
Campylobacter phage PK83,1,Campylobacter
Novosphingobium phage N-AFCa0824-35,1,Novosphingobium
Vibrio cholerae V86 phage,1,Vibrio
Lactococcus phage HD5,1,Lactococcus
Xanthomonas phage OP1h,1,Xanthomonas
Idiomarinaceae phage phiOM2-OM,1,Idiomarinaceae
Escherichia phage phi326/03stx2,1,Escherichia
Synechococcus phage S-IO47,1,Synechococcus
Propionibacterium phage PAS44,1,Propionibacterium
Synechococcus phage S-WAM2,1,Synechococcus
Novosphingobium phage N-AFNF0824-31,1,Novosphingobium
Propionibacterium phage PAS29,1,Propionibacterium
Propionibacterium phage 110E1t,1,Propionibacterium
Synechococcus phage S-IO14,1,Synechococcus
Lactococcus phage HD16,1,Lactococcus
Lactobacillus phage PL-2,1,Lactobacillus
Streptococcus phage DT2,1,Streptococcus
Lactococcus phage jw31,1,Lactococcus
Novosphingobium phage N-AFCa0901-41,1,Novosphingobium
Propionibacterium phage PAD38,1,Propionibacterium
Bacillus phage rho15,1,Bacillus
Lactococcus phage bIL15,1,Lactococcus
Propionibacterium phage PAS7,1,Propionibacterium
Bacillus phage Nath28,1,Bacillus
Bacillus phage Vanilla,1,Bacillus
Lactococcus phage phiQ38,1,Lactococcus
Prochlorococcus phage P-TIP2,1,Prochlorococcus
Synechococcus phage SPGM99-21,1,Synechococcus
Enterobacteria phage T5-D1,1,Enterobacteria
Novosphingobium phage N-AFCM0615-3,1,Novosphingobium
Streptococcus phage 611 PZ-2009,1,Streptococcus
Synechococcus phage S-IO8,1,Synechococcus
Propionibacterium phage PAS46,1,Propionibacterium
Halomonas phage phiNB2ah-NB,1,Halomonas
Vibrio phage KA-2007,1,Vibrio
Novosphingobium phage N-AFCF0707-14,1,Novosphingobium
Lactococcus phage HD21,1,Lactococcus
Vibrio phage phiNB9-OM,1,Vibrio
Bacillus phage Kurs31,1,Bacillus
Synechococcus phage S-CBM17,1,Synechococcus
Enterobacteria phage JSD5,1,Enterobacteria
Synechococcus phage S-IO25,1,Synechococcus
Enterobacteria phage vB_EcoM-VR20,1,Enterobacteria
Propionibacterium phage PAS30,1,Propionibacterium
Synechococcus phage S-IO40,1,Synechococcus
Bacillus phage Htp1,1,Bacillus
Streptococcus phage DT1.2,1,Streptococcus
Synechococcus phage S-CAM21,1,Synechococcus
Lactococcus phage HD18,1,Lactococcus
Streptococcus phage pCD1A_A,1,Streptococcus
Synechococcus phage P77,1,Synechococcus
Propionibacterium phage PAS42,1,Propionibacterium
Enterobacteriaceae phage S-394,1,Enterobacteriaceae
Salmonella phage Fels-1,1,Salmonella
Streptococcus phage DT1.1,1,Streptococcus
Bacillus phage rho11s,1,Bacillus
Streptococcus pyogenes phage 315.3,1,Streptococcus
Synechococcus phage S-IO21,1,Synechococcus
Phormidium phage P4,1,Phormidium
Lactococcus phage HD11,1,Lactococcus
Alkalimonas phage phiMOD3.20-OM,1,Alkalimonas
Staphylococcus phage phiH5,1,Staphylococcus
Novosphingobium phage N-AFCa0901-90,1,Novosphingobium
Synechococcus phage S-CBM66,1,Synechococcus
Synechococcus phage S-BP3,1,Synechococcus
Synechococcus phage S-IO42,1,Synechococcus
Staphylococcus phage 83A,1,Staphylococcus
Thermus phage PH75,1,Thermus
Staphylococcus phage 006,1,Staphylococcus
Salmonella phage phi68,1,Salmonella
Streptococcus phage phiARI0468-3,1,Streptococcus
Propionibacterium phage PAS52,1,Propionibacterium
Enterobacteria phage JSL5,1,Enterobacteria
Synechococcus phage SPGM99-31,1,Synechococcus
Synechococcus phage P17,1,Synechococcus
Enterobacteria phage VTCCBP1,1,Enterobacteria
Synechococcus phage S-IO26,1,Synechococcus
Ralstonia phage P4282,1,Ralstonia
Pseudomonas phage PPA5,1,Pseudomonas
Propionibacterium phage PAS22,1,Propionibacterium
Salmonella phage A1,1,Salmonella
Synechococcus phage 27A,1,Synechococcus
Synechococcus phage SPGM99-12,1,Synechococcus
Propionibacterium phage PAS49,1,Propionibacterium
Lactobacillus phage phiGb1,1,Lactobacillus
Streptococcus phage 620 PZ-2009,1,Streptococcus
Novosphingobium phage N-AFCa0714-84,1,Novosphingobium
Lactococcus phage HD19,1,Lactococcus
Propionibacterium phage PAD41,1,Propionibacterium
Propionibacterium phage PAD5,1,Propionibacterium
Selenomonas phage M1,1,Selenomonas
Campylobacter phage PC35,1,Campylobacter
Novosphingobium phage N-AFCM0824-33,1,Novosphingobium
Bacillus phage Caul66,1,Bacillus
Streptococcus phage MD1,1,Streptococcus
Lactococcus phage Q67,1,Lactococcus
Propionibacterium phage PAS26,1,Propionibacterium
Bacillus phage Can23,1,Bacillus
Propionibacterium phage PAD10,1,Propionibacterium
Phage mEp167,1,Phage
Salmonella phage SE24,1,Salmonella
Lactococcus phage Q66,1,Lactococcus
Novosphingobium phage N-AFCa0628-12,1,Novosphingobium
Propionibacterium phage PAS8,1,Propionibacterium
Synechococcus phage S-WAM4,1,Synechococcus
Bacillus phage Cabb64,1,Bacillus
Phage #D,1,Phage
Bacillus phage SPR,1,Bacillus
Lactococcus phage Q50,1,Lactococcus
Lactococcus phage HD14,1,Lactococcus
Sphingomonas phage S-AFNF0615-61,1,Sphingomonas
Lactococcus phage Q41,1,Lactococcus
Synechococcus phage S-WAM3,1,Synechococcus
Acropora pruinosa phage,1,Acropora
Campylobacter phage PM1,1,Campylobacter
Streptococcus phage kappa3,1,Streptococcus
Synechococcus phage S-IO16,1,Synechococcus
Synechococcus phage P81,1,Synechococcus
Lactococcus phage SL5,1,Lactococcus
Lactobacillus phage phi-gle,1,Lactobacillus
Novosphingobium phage N-AFNF0802-20,1,Novosphingobium
Alkalimonas phage phiMOD2.32-OM,1,Alkalimonas
Novosphingobium phage N-AFCa0810-30,1,Novosphingobium
Lactococcus phage Q34,1,Lactococcus
Sphingomonas phage S-AFCa0901-72,1,Sphingomonas
Lactococcus phage Q63,1,Lactococcus
Escherichia phage phi313/99stx2,1,Escherichia
Synechococcus phage S-MM1,1,Synechococcus
Xanthomonas phage Cf,1,Xanthomonas
Propionibacterium phage PAS9,1,Propionibacterium
Synechococcus phage S-IO22,1,Synechococcus
Novosphingobium phage N-AFCF0824-32,1,Novosphingobium
Streptococcus phage pW3_4,1,Streptococcus
Staphylococcus phage 002,1,Staphylococcus
Lactococcus phage 1727,1,Lactococcus
Enterobacteria phage SCI,1,Enterobacteria
Synechococcus phage S-BnM1,1,Synechococcus
Propionibacterium phage PAD23,1,Propionibacterium
Novosphingobium phage N-AFCF0901-37,1,Novosphingobium
Escherichia coli phage phiKAZ14,1,Escherichia
Streptococcus pyogenes phage H10403,1,Streptococcus
Bacillus phage Caul20,1,Bacillus
Xanthomonas phage OP1h2,1,Xanthomonas
Streptococcus phage phisc1,1,Streptococcus
Propionibacterium phage PAD36,1,Propionibacterium
Enterobacteria phage JS9,1,Enterobacteria
Synechococcus phage S-IO18,1,Synechococcus
Lactococcus phage SL12,1,Lactococcus
Streptococcus phage DT1.3,1,Streptococcus
Propionibacterium phage PAD44,1,Propionibacterium
Novosphingobium phage N-AFNF0707-13,1,Novosphingobium
Lactococcus phage bIL120,1,Lactococcus
Enterobacteria phage K1,1,Enterobacteria
Lactococcus phage HD20,1,Lactococcus
Synechococcus phage S-WAM6,1,Synechococcus
Bacillus phage Africa36,1,Bacillus
Propionibacterium phage PAD19,1,Propionibacterium
Acinetobacter phage phiAB11,1,Acinetobacter
Acinetobacter phage vB_AbaP_CEB2,1,Acinetobacter
Synechococcus phage SPGM99-27,1,Synechococcus
Vibrio phage phiMOD2.33-NB,1,Vibrio
Novosphingobium phage N-AFCF0714-51,1,Novosphingobium
Sphingomonas phage S-AFCa0824-71,1,Sphingomonas
Vibrio phage f237,1,Vibrio
Enterobacteria phage JSD3,1,Enterobacteria
Synechococcus phage 32A,1,Synechococcus
Enterobacteria phage F3,1,Enterobacteria
Bartonella quintana phage,1,Bartonella
Lactococcus phage HD17,1,Lactococcus
Propionibacterium phage PAD28,1,Propionibacterium
Propionibacterium phage PAS16,1,Propionibacterium
Lactococcus phage SL9,1,Lactococcus
Synechococcus phage S-CBM8,1,Synechococcus
Methanobacterium phage psiM1,1,Methanobacterium
Lactococcus phage CB17,1,Lactococcus
Lactococcus phage HD6,1,Lactococcus
Enterobacteria phage f2,1,Enterobacteria
Synechococcus phage SPGM99-19,1,Synechococcus
Synechococcus phage S-MM4,1,Synechococcus
Lactococcus phage bIL191,1,Lactococcus
Lactobacillus phage f-0303,1,Lactobacillus
Bacillus phage Cabb88,1,Bacillus
Synechococcus phage S-IO41,1,Synechococcus
Spalangia cameroni secondary endosymbiont phage,1,Spalangia
Bacillus phage Honey92,1,Bacillus
Pseudomonas phage PS5,1,Pseudomonas
Novosphingobium phage N-AFCF0707-15,1,Novosphingobium
Alkalimonas phage phiMOM3.3-MOD2,1,Alkalimonas
Novosphingobium phage N-AFCM0913-47,1,Novosphingobium
Novosphingobium phage N-AFCa0707-83,1,Novosphingobium
Lactococcus phage SL6,1,Lactococcus
Lactococcus phage eb1,1,Lactococcus
Bacillus phage Frp2,1,Bacillus
Novosphingobium phage N-AFCM0802-86,1,Novosphingobium
Synechococcus phage S-BM3,1,Synechococcus
Acinetobacter phage ABP-04,1,Acinetobacter
Enterobacteria phage MV BS,1,Enterobacteria
Lactococcus phage HD10,1,Lactococcus
Bacillus phage lambda Ba03,1,Bacillus
Prochlorococcus phage P-TIP1,1,Prochlorococcus
Synechococcus phage S-RIP4,1,Synechococcus
Novosphingobium phage N-AFNF0913-43,1,Novosphingobium
Synechococcus phage S-IO17,1,Synechococcus
Propionibacterium phage PAS43,1,Propionibacterium
Novosphingobium phage N-AFCF0810-26,1,Novosphingobium
Lactococcus phage Q64,1,Lactococcus
Staphylococcus phage 42D,1,Staphylococcus
Lactococcus phage SL11,1,Lactococcus
Synechococcus phage S-CBM68,1,Synechococcus
Novosphingobium phage N-AFCF0628-8,1,Novosphingobium
Enterobacteria phage G14,1,Enterobacteria
Propionibacterium phage PAS39,1,Propionibacterium
Enterobacteria phage C16,1,Enterobacteria
Synechococcus phage S-IO20,1,Synechococcus
Novosphingobium phage N-An-FWCa0913-92,1,Novosphingobium
Staphylococcus phage 3C,1,Staphylococcus
Lactococcus phage HD12,1,Lactococcus
Anabaena phage N-1,1,Anabaena
Novosphingobium phage N-AFCa0707-18,1,Novosphingobium
Lactococcus phage Q51,1,Lactococcus
Pseudomonas phage PS17,1,Pseudomonas
Bacillus phage Caul27,1,Bacillus
Synechococcus phage S-IO10,1,Synechococcus
Enterobacteria phage JSD2,1,Enterobacteria
Lactococcus lactis phage 7,1,Lactococcus
Enterococcus phage phiEF24C-P2,1,Enterococcus
